8805920000107,페트병,무색페트병-뚜껑: HDPE 라벨: PP,무색페트병으로 뚜껑은 HDPE 라벨은 PP로 만들어져 있습니다\n1. 라벨은 제거 후 비닐에 버려주세요\n2. 내용물을 비우고 찌그려서 뚜껑을 닫아주세요\n3. 플라스틱에 분리수거해주세요,ColorlessnessPet
8808244201014,페트병,무색페트병-뚜껑: HDPE 라벨: PP,무색페트병으로 뚜껑은 HDPE 라벨은 PP로 만들어져 있습니다\n1. 라벨은 제거 후 비닐에 버려주세요\n2. 내용물을 비우고 찌그려서 뚜껑을 닫아주세요\n3. 플라스틱에 분리수거해주세요,ColorlessnessPet
